,jia,jin,zhuan,char
1667,0,1,1,电
1668,0,0,1,襞
1669,0,1,1,旞
1670,0,0,1,濡
1671,0,1,1,路
1672,1,1,1,飨
1673,0,0,1,褫
1674,0,4,0,关
1675,14,3,1,麦
1676,0,0,1,侔
1677,0,0,1,嬛
1678,0,0,1,黠
1679,0,2,1,璜
1680,0,0,1,鲌
1681,1,2,1,观
1682,4,9,1,外
1683,12,62,1,贝
1684,0,1,1,流
1685,0,0,1,萋
1686,0,0,1,悟
1687,0,1,0,愈
1688,0,38,1,孟
1689,0,0,1,玼
1690,0,0,1,怖
1691,0,0,1,埴
1692,0,1,1,绶
1693,4,0,0,啎
1694,0,0,1,桔
1695,65,107,1,月
1696,0,0,1,寸
1697,0,0,1,绔
1698,0,0,1,篦
1699,0,0,1,票
1700,36,6,1,莫
1701,62,4,1,育
1702,0,0,1,泔
1703,0,0,1,浈
1704,0,0,1,疁
1705,0,0,1,焞
1706,9,1,1,蜀
1707,2,0,0,剢
1708,2,15,1,一
1709,0,0,1,泂
1710,0,1,1,瓜
1711,0,0,1,鲰
1712,0,0,1,窊
1713,0,1,1,常
1714,0,0,1,晃
1715,0,0,1,鳐
1716,1,0,0,臱
1717,1,0,1,丞
1718,0,0,1,胳
1719,0,0,1,嗔
1720,0,0,1,清
1721,1,0,0,冑
1722,0,0,1,窑
1723,0,0,1,裛
1724,0,0,1,贱
1725,0,0,1,谙
1726,0,0,1,抵
1727,0,1,1,氐
1728,0,0,1,莹
1729,1,5,1,必
1730,0,0,1,踽
1731,0,0,1,蛲
1732,0,10,1,侃
1733,0,0,1,棕
1734,0,0,1,驯
1735,0,0,1,蹉
1736,8,8,1,少
1737,0,0,1,渐
1738,0,0,1,瞫
1739,0,0,1,毒
1740,0,0,1,泌
1741,0,0,1,馌
1742,0,0,1,蕤
1743,0,0,1,鲤
1744,1,0,0,叙
1745,0,1,1,顼
1746,0,0,1,玦
1747,0,0,1,蛩
1748,0,0,1,谥
1749,0,0,1,铢
1750,0,0,1,獐
1751,0,1,1,纪
1752,0,0,1,牵
1753,0,0,1,笮
1754,0,0,1,芋
1755,1,2,1,泺
1756,0,4,1,敖
1757,0,0,1,庳
1758,0,1,1,头
1759,0,0,1,搒
1760,0,0,1,讲
1761,96,0,0,眔
1762,0,3,1,违
1763,0,0,1,互
1764,0,0,1,草
1765,0,0,1,概
1766,0,0,1,痛
1767,0,1,1,济
1768,0,0,1,菹
1769,0,0,1,贾
1770,0,0,1,柘
1771,0,0,1,髅
1772,0,0,1,拇
1773,0,0,1,略
1774,45,26,1,虎
1775,0,0,1,鳛
1776,0,0,1,冕
1777,0,0,1,豫
1778,0,1,1,甚
1779,2,0,0,刞
1780,0,0,1,棹
1781,0,2,1,觞
1782,0,0,1,倩
1783,0,0,1,瑰
1784,0,0,1,瘛
1785,3,21,1,宰
1786,0,8,1,粱
1787,0,0,1,轹
1788,0,0,1,繄
1789,9,3,1,品
1790,0,0,1,佳
1791,0,0,1,鹅
1792,0,0,1,邲
1793,0,162,1,簋
1794,0,0,1,逵
1795,0,0,1,饼
1796,0,1,0,肯
1797,1,0,1,予
1798,0,0,1,鬈
1799,1,0,1,森
1800,0,0,1,厢
1801,0,1,1,诋
1802,0,0,1,鳞
1803,0,0,1,贵
1804,0,0,1,逭
1805,18,7,1,足
1806,0,0,1,骢
1807,0,0,1,椠
1808,0,0,1,俭
1809,10,14,1,七
1810,0,0,1,阕
1811,0,0,1,搔
1812,0,0,1,讹
1813,3,0,1,栉
1814,0,0,1,薢
1815,0,0,1,谬
1816,1,2,1,舞
1817,0,0,1,帔
1818,0,0,1,笛
1819,1,0,1,洗
1820,0,0,1,甄
1821,0,29,1,敬
1822,0,0,1,绲
1823,2,13,1,弟
1824,0,0,1,庤
1825,1,0,1,豢
1826,1,0,0,妞
1827,0,0,1,噫
1828,0,0,1,垎
1829,29,0,1,戣
1830,0,0,1,附
1831,0,2,1,蛔
1832,0,0,1,毖
1833,75,31,1,弗
1834,0,2,1,銮
1835,0,9,1,害
1836,0,8,1,配
1837,0,0,1,掐
1838,0,0,1,栊
1839,0,0,1,睎
1840,0,2,1,旄
1841,0,0,1,荇
1842,0,0,1,峭
1843,0,0,1,掌
1844,0,14,1,嘉
1845,1,0,1,乡
1846,0,1,1,敉
1847,0,0,1,睇
1848,134,2,1,牢
1849,0,0,1,涠
1850,0,0,1,稳
1851,4,0,1,面
1852,0,0,1,虮
1853,0,0,1,窥
1854,0,0,1,嵬
1855,3,6,1,兵
1856,0,0,1,饿
1857,17,3,1,象
1858,72,0,0,冓
1859,0,0,1,孱
1860,0,0,1,荫
1861,0,0,1,揣
1862,101,61,1,吉
1863,0,0,1,吸
1864,1,0,1,辱
1865,0,0,1,绮
1866,7,0,1,示
1867,0,8,1,笋
1868,0,0,1,桀
1869,1,0,0,炘
1870,0,0,1,助
1871,1,0,1,娶
1872,4,12,1,可
1873,0,0,1,锽
1874,0,1,1,弨
1875,0,0,1,牿
1876,6,13,1,旦
1877,0,0,1,捭
1878,0,0,1,究
1879,0,20,1,造
1880,1,1,1,兹
1881,1,0,0,偪
1882,0,0,1,喈
1883,0,3,1,勤
1884,0,11,1,懋
1885,0,1,1,芮
1886,0,0,1,琛
1887,0,0,1,涅
1888,0,0,1,赴
1889,0,6,1,冢
1890,0,0,1,园
1891,0,0,1,遁
1892,2,0,1,恙
1893,0,0,1,读
1894,0,0,1,蓂
1895,0,0,1,线
1896,0,0,1,债
1897,0,12,1,遽
1898,0,0,1,篮
1899,4,14,1,秉
1900,0,0,1,揠
1901,3,1,1,斝
1902,0,0,1,鄑
1903,0,0,1,葭
1904,0,0,1,诬
1905,0,0,1,琵
1906,0,0,1,燋
1907,6,0,0,掔
1908,0,0,1,飏
1909,7,0,1,主
1910,0,0,1,猫
1911,0,0,1,杵
1912,215,124,1,隹
1913,0,0,1,婿
1914,1,0,1,占
1915,0,10,1,毛
1916,46,0,1,麋
1917,0,1,1,厌
1918,2,0,1,硪
1919,0,0,1,刭
1920,0,0,1,荄
1921,3,23,1,登
1922,0,2,1,铜
1923,0,0,1,俳
1924,0,1,1,赋
1925,0,0,1,沾
1926,21,6,1,听
1927,17,20,0,录
1928,0,0,1,刹
1929,0,0,1,哆
1930,0,0,1,份
1931,0,7,1,许
1932,1,4,1,昱
1933,0,0,1,鄢
1934,0,0,1,镡
1935,6,0,0,圂
1936,0,1,1,懈
1937,1,0,1,晦
1938,2,0,0,侜
1939,0,0,1,慢
1940,1,0,1,猴
1941,0,0,1,濮
1942,0,0,1,蛾
1943,65,26,1,白
1944,0,0,1,倪
1945,0,0,1,溢
1946,1,8,1,木
1947,0,0,1,策
1948,0,0,1,但
1949,26,0,0,晵
1950,3,0,0,旡
1951,0,1,1,吏
1952,0,0,1,薰
1953,22,0,0,誖
1954,1,0,0,拯
1955,0,0,1,佻
1956,0,14,1,政
1957,1,0,0,吊
1958,60,0,0,朢
1959,0,0,1,纰
1960,0,0,1,钵
1961,0,0,1,鲋
1962,0,0,1,穰
1963,0,1,1,愚
1964,13,3,1,龠
1965,0,2,1,苏
1966,0,0,1,腥
1967,0,0,1,缅
1968,0,0,1,恻
1969,0,0,1,湝
1970,0,0,1,溇
1971,0,0,1,蒜
1972,0,0,1,税
1973,0,0,1,旷
1974,0,0,1,袤
1975,0,0,1,哭
1976,30,0,1,物
1977,0,0,1,眙
1978,0,0,1,鸱
1979,26,0,1,娥
1980,0,1,1,围
1981,9,11,1,角
1982,0,0,1,帨
1983,0,0,1,衰
1984,57,0,1,弇
1985,0,3,1,段
1986,0,0,1,译
1987,0,0,1,枥
1988,0,0,1,䓛
1989,0,0,1,搅
1990,0,0,1,聱
1991,1,3,0,渊
1992,0,0,1,匦
1993,0,0,1,寰
1994,0,0,1,赣
1995,1,2,1,幼
1996,0,0,1,浼
1997,0,0,1,迓
1998,0,0,1,祺
1999,0,0,1,绳
2000,231,33,1,日
2001,1,0,1,凄
2002,0,0,1,笼
2003,0,0,1,枨
2004,0,0,1,碌
2005,0,0,1,俪
2006,0,11,1,阑
2007,0,0,1,奉
2008,0,0,1,狎
2009,0,0,1,倏
2010,2,44,1,姜
2011,0,0,1,副
2012,0,0,1,伎
2013,0,0,1,坰
2014,0,0,1,茕
2015,0,0,1,啧
2016,35,21,1,得
2017,0,0,1,褰
2018,0,0,1,卮
2019,0,0,1,汭
2020,0,0,1,技
2021,0,0,1,湮
2022,4,0,0,洀
2023,0,0,1,巧
2024,1,0,1,狂
2025,0,0,1,篡
2026,0,0,1,姚
2027,0,0,1,铗
2028,0,0,1,笙
2029,0,0,1,俚
2030,0,0,1,熄
2031,61,4,1,鹿
2032,0,0,1,租
2033,0,0,1,轫
2034,0,0,1,泣
2035,0,0,1,筦
2036,0,0,1,瓯
2037,55,3,1,逐
2038,2,0,0,丂
2039,0,0,1,痤
2040,0,0,1,蓟
2041,4,0,0,辵
2042,1,0,0,尻
2043,2,4,1,曹
2044,0,0,1,儡
2045,0,0,1,琥
2046,0,0,1,姿
2047,0,0,1,侂
2048,0,0,1,借
2049,0,3,1,厉
2050,110,23,1,取
2051,0,0,1,魔
2052,0,0,1,翁
2053,0,0,1,溯
2054,0,0,1,肸
2055,0,0,1,骙
2056,0,0,1,悠
2057,23,0,0,朿
2058,0,3,1,肃
2059,0,0,1,瑞
2060,29,2,1,系
2061,0,0,1,梗
2062,20,20,1,逆
2063,1,0,1,舳
2064,0,0,1,鋈
2065,0,0,1,杓
2066,0,0,1,簸
2067,0,12,1,舄
2068,0,0,1,觇
2069,0,0,1,旐
2070,4,6,1,封
2071,22,15,1,巴
2072,0,0,1,硙
2073,0,0,1,蹋
2074,0,0,1,挹
2075,0,0,1,衃
2076,0,2,1,容
2077,0,1,0,扰
2078,1,0,1,汜
2079,0,2,0,孰
2080,10,0,1,晕
2081,0,17,1,章
2082,0,0,1,糖
2083,0,1,1,绩
2084,0,0,1,茄
2085,0,0,1,袒
2086,19,0,1,云
2087,0,0,1,镖
2088,0,0,1,鄃
2089,2,1,1,妆
2090,0,0,1,锤
2091,0,2,1,漾
2092,0,0,1,砻
2093,0,0,1,议
2094,11,1,1,辔
2095,0,0,1,熛
2096,1,0,1,潢
2097,0,0,1,沟
2098,19,4,1,口
2099,0,0,1,髫
2100,0,0,1,诣
2101,0,0,1,胞
2102,1,0,0,屮
2103,0,0,1,殪
2104,0,0,1,挂
2105,0,0,1,警
2106,0,2,1,甸
2107,0,0,1,扛
2108,0,0,1,祇
2109,0,0,1,计
2110,0,0,1,唾
2111,0,0,1,憧
2112,0,0,1,栈
2113,18,0,0,褮
2114,0,0,1,狸
2115,0,0,1,鹯
2116,0,0,1,咄
2117,0,0,1,刎
2118,0,0,1,综
2119,2,0,1,艅
2120,1,0,1,律
2121,0,0,1,幂
2122,4,17,0,徒
2123,0,0,1,晏
2124,0,0,1,拱
2125,3,9,1,畏
2126,0,0,1,訚
2127,0,0,1,悸
2128,46,2,1,韦
2129,78,20,1,盂
2130,0,0,1,颤
2131,0,0,1,垚
2132,0,0,1,轶
2133,0,0,1,溶
2134,0,0,1,缫
2135,0,0,1,瓠
2136,0,0,1,赂
2137,0,0,1,杖
2138,0,0,1,阆
2139,0,0,1,桄
2140,0,0,1,邃
2141,0,8,1,甬
2142,0,0,1,唏
2143,0,0,1,溱
2144,0,0,1,皎
2145,0,0,1,垠
2146,0,0,1,瘘
2147,0,0,1,湲
2148,0,0,1,梣
2149,0,0,1,跛
2150,0,0,1,砭
2151,0,0,1,屑
2152,0,0,1,填
2153,0,0,1,辙
2154,0,0,1,绯
2155,0,0,1,酊
2156,0,0,1,偻
2157,0,0,1,筲
2158,0,0,1,酤
2159,49,0,0,垔
2160,0,0,1,猛
2161,1,0,1,扔
2162,0,0,1,嘤
2163,0,0,1,谪
2164,0,0,1,躅
2165,0,0,1,叛
2166,0,3,1,实
2167,0,0,1,喘
2168,41,0,0,夒
2169,0,0,1,挥
2170,11,7,1,兮
2171,0,0,1,彩
2172,68,0,1,雀
2173,24,15,1,攻
2174,1,0,1,陴
2175,0,1,1,志
2176,0,2,0,替
2177,0,0,1,练
2178,0,0,1,曳
2179,0,0,1,翩
2180,0,8,1,忘
2181,0,0,1,赧
2182,0,0,1,凝
2183,2,3,1,铸
2184,0,1,1,愆
2185,51,2,1,何
2186,0,0,1,茗
2187,63,2,1,旬
2188,0,0,1,歼
2189,0,0,1,跟
2190,0,0,1,毐
2191,0,0,1,融
2192,0,0,1,凓
2193,0,0,1,脆
2194,0,0,1,赳
2195,0,2,1,招
2196,0,0,1,蔚
2197,0,0,1,酲
2198,55,0,1,梦
2199,44,51,1,成
2200,0,0,1,拗
2201,0,1,1,毁
2202,0,0,1,弑
2203,0,0,1,嫉
2204,9,61,1,休
2205,1,0,1,倞
2206,0,1,1,市
2207,7,0,0,疋
2208,0,0,1,痹
2209,0,0,1,貂
2210,0,0,1,鳢
2211,94,20,1,入
2212,0,0,1,帙
2213,0,2,1,侪
2214,0,0,1,软
2215,3,110,1,孙
2216,0,2,1,慈
2217,3,4,1,艿
2218,0,0,1,等
2219,0,0,1,咤
2220,0,0,1,裸
2221,0,1,1,脐
2222,0,0,1,娉
2223,0,0,1,筵
2224,1,0,0,釆
2225,0,0,1,剔
2226,8,201,1,彝
2227,0,2,1,冀
2228,0,0,1,坷
2229,0,0,1,滁
2230,0,0,1,侹
2231,0,0,1,铉
2232,0,0,1,殴
2233,2,0,1,眚
2234,0,0,1,赠
2235,15,6,1,偁
2236,1,0,1,续
2237,0,2,1,彪
2238,0,0,1,隆
2239,1,0,1,暴
2240,13,1,1,昃
2241,0,0,1,岱
2242,0,0,1,衎
2243,0,0,1,楠
2244,0,0,1,愃
2245,0,0,1,玕
2246,0,4,1,两
2247,0,0,1,戢
2248,0,0,1,灸
2249,0,0,1,祐
2250,0,3,1,班
2251,0,0,1,阘
2252,0,0,1,潺
2253,9,67,1,公
2254,0,0,1,昂
2255,0,0,1,粲
2256,0,0,1,僰
2257,0,0,1,衫
2258,0,0,1,榻
2259,0,0,1,坐
2260,0,0,1,卸
2261,0,0,1,淜
2262,0,0,1,创
2263,11,0,1,米
2264,1,3,1,辇
2265,0,0,1,筚
2266,0,0,1,腔
2267,12,0,1,雉
2268,0,0,1,庥
2269,0,0,1,枳
2270,0,0,1,蹩
2271,0,0,1,蹲
2272,0,0,1,核
2273,0,0,1,罂
2274,0,0,1,畬
2275,0,0,1,趄
2276,0,0,1,蝓
2277,1,16,1,左
2278,0,0,1,骏
2279,0,0,1,绢
2280,0,0,1,臆
2281,0,5,1,剑
2282,0,0,1,涝
2283,0,0,1,嬥
2284,2,0,0,罦
2285,0,0,1,瞍
2286,0,0,1,璁
2287,1,1,1,李
2288,1,0,1,涿
2289,0,0,1,峃
2290,0,6,1,阴
2291,0,0,1,栌
2292,0,0,1,负
2293,0,1,1,沅
2294,0,0,1,枢
2295,0,0,1,穿
2296,110,27,1,土
2297,0,0,1,翻
2298,1,0,0,徉
2299,0,0,1,朗
2300,0,0,1,签
2301,0,0,1,葺
2302,0,0,1,侦
2303,0,3,1,夺
2304,1,1,1,侄
2305,0,0,1,蓄
2306,0,0,1,岨
2307,12,0,0,卣
2308,0,0,1,窳
2309,0,0,1,障
2310,0,1,1,斋
2311,0,0,1,橦
2312,4,0,1,呈
2313,0,0,1,娆
2314,22,2,1,率
2315,0,0,1,绻
2316,0,0,1,瑑
2317,1,3,1,升
2318,2,0,0,徬
2319,4,1,1,断
2320,0,0,1,琀
2321,0,3,1,惕
2322,0,0,1,补
2323,0,0,1,邂
2324,1,6,0,免
2325,0,1,1,谓
2326,0,0,1,涢
2327,0,1,1,速
2328,0,2,0,亮
2329,0,1,1,便
2330,0,0,1,胁
2331,0,0,1,臂
2332,0,0,1,拈
2333,43,25,1,酉
2334,0,0,1,款
2335,0,0,1,阮
2336,130,38,1,人
2337,0,0,1,珑
2338,0,0,1,蒲
2339,0,0,1,璐
2340,0,0,1,泛
2341,0,0,1,屾
2342,1,0,0,夌
2343,0,0,1,港
2344,0,0,1,僔
2345,0,0,1,薜
2346,64,14,1,归
2347,0,0,1,耐
2348,0,0,1,嫽
2349,0,0,1,郗
2350,108,34,1,南
2351,0,0,1,辕
2352,20,0,1,专
2353,0,1,1,转
2354,0,0,1,葑
2355,0,0,1,垒
2356,0,0,1,忻
2357,10,0,1,泉
2358,0,0,1,鲷
2359,113,16,1,帝
2360,0,0,1,捶
2361,0,0,1,髀
2362,0,0,1,跂
2363,0,0,1,蛙
2364,0,0,1,役
2365,100,2,1,若
2366,0,0,1,埂
2367,0,0,1,诵
2368,4,50,1,者
2369,0,0,1,犍
2370,0,0,1,称
2371,0,0,1,麀
2372,0,0,1,鞮
2373,0,1,1,婴
2374,0,0,1,愍
2375,0,0,1,荚
2376,0,0,1,检
2377,0,0,1,缢
2378,0,0,1,蝈
2379,1,13,1,庶
2380,2,14,1,心
2381,0,8,1,叶
2382,1,1,1,棘
2383,0,0,1,粳
2384,0,0,1,竖
2385,0,0,1,幢
2386,0,0,1,赉
2387,0,0,1,笫
2388,1,1,1,冲
2389,0,0,1,诫
2390,0,2,1,衡
2391,13,52,1,车
2392,1,30,1,辟
2393,0,0,1,谶
2394,0,0,1,壸
2395,0,0,1,黛
2396,0,2,1,奎
2397,94,0,1,勺
2398,3,19,1,乐
2399,0,0,1,澹
2400,1,0,1,沫
2401,0,0,1,扇
2402,4,0,1,习
2403,0,0,1,喙
2404,0,0,1,淇
2405,1,0,1,秋
2406,0,0,1,崟
2407,0,2,1,颜
2408,0,0,1,鹤
2409,4,0,1,祏
2410,0,0,1,橑
2411,0,3,1,娈
2412,3,0,0,聑
2413,0,0,1,缘
2414,1,0,1,绿
2415,0,0,1,瓮
2416,1,11,1,惠
2417,0,0,1,阈
2418,2,0,1,厩
2419,0,0,1,幔
2420,30,3,1,伊
2421,0,0,1,蔬
2422,0,0,1,酾
2423,0,0,1,肭
2424,0,0,1,媛
2425,0,0,1,焜
2426,34,21,1,喜
2427,27,0,1,翊
2428,0,0,1,膀
2429,0,0,1,瘗
2430,0,0,1,洸
2431,0,0,1,罍
2432,7,0,1,鼠
2433,0,0,1,沂
2434,0,0,1,菉
2435,0,0,1,棐
2436,0,0,1,猜
2437,33,16,1,长
2438,3,0,1,演
2439,0,0,1,恔
2440,0,0,1,随
2441,0,0,1,逅
2442,0,0,1,婞
2443,0,0,1,绉
2444,0,0,1,鹖
2445,0,2,1,铺
2446,0,0,1,珰
2447,0,0,1,最
2448,0,0,1,窃
2449,13,54,1,鲁
2450,0,0,1,伺
2451,0,0,1,黏
2452,173,29,1,田
2453,0,0,1,舛
2454,0,0,1,茬
2455,0,0,1,獒
2456,0,1,1,偿
2457,0,2,1,奢
2458,0,0,1,暵
2459,2,14,1,句
2460,0,0,1,嫌
2461,0,0,1,琢
2462,2,0,1,联
2463,0,0,1,鲂
2464,0,1,1,椑
2465,0,0,1,溧
2466,0,0,1,窍
2467,142,44,1,我
2468,0,0,1,胶
2469,0,0,1,叨
2470,0,0,1,绐
2471,0,0,1,笔
2472,0,0,1,楹
2473,0,0,1,醺
2474,0,0,1,俑
2475,0,3,0,群
2476,1,1,1,昌
2477,0,0,1,稔
2478,3,12,1,淮
2479,7,0,0,靃
2480,0,1,1,郯
2481,0,0,1,萱
2482,0,0,1,缱
2483,0,0,1,痂
2484,0,0,1,莞
2485,0,0,1,汶
2486,0,27,1,么
2487,1,2,1,爪
2488,0,0,1,讨
2489,0,0,1,贫
2490,0,0,1,闶
2491,0,0,1,酴
2492,0,0,1,陉
2493,0,0,1,汲
2494,0,8,1,遂
2495,18,144,1,鼎
2496,0,1,1,锺
2497,0,2,1,湛
2498,0,0,1,久
2499,0,0,1,轲
2500,2,0,0,澫
2501,1,8,1,国
2502,0,0,1,嘻
2503,0,0,1,阍
2504,0,0,1,啸
2505,0,0,1,摹
2506,0,0,1,恭
2507,0,0,1,轧
2508,0,44,1,饲
2509,0,0,1,玺
2510,3,15,1,官
2511,0,2,1,赦
2512,14,0,1,吠
2513,0,4,1,陶
2514,0,0,1,懵
2515,1,60,1,朋
2516,0,0,1,坋
2517,0,3,1,野
2518,0,0,1,幞
2519,0,0,1,机
2520,0,0,1,癣
2521,0,0,1,思
2522,0,0,1,况
2523,0,0,1,钱
2524,0,0,1,鬒
2525,0,0,1,玖
2526,0,1,1,戮
2527,79,1,1,黍
2528,0,0,1,吞
2529,0,0,1,槽
2530,1,6,1,斧
2531,2,2,1,任
2532,3,101,1,对
2533,0,0,1,妒
2534,2,4,1,冉
2535,0,0,1,闳
2536,0,0,1,摊
2537,0,4,1,祜
2538,0,0,1,窠
2539,0,0,1,梨
2540,0,0,1,浃
2541,0,2,1,纠
2542,0,0,1,朴
2543,1,10,1,阳
2544,0,0,1,怒
2545,0,0,1,案
2546,7,0,1,蚕
2547,0,0,1,就
2548,0,0,1,谖
2549,69,0,1,沚
2550,0,0,1,慵
2551,0,0,1,眩
2552,0,0,1,菼
2553,0,0,1,佴
2554,0,0,1,蒂
2555,0,0,1,斡
2556,0,0,1,昪
2557,0,0,1,佝
2558,0,4,1,狄
2559,0,1,1,簧
2560,0,0,1,匐
2561,1,0,0,瞂
2562,0,0,1,殛
2563,0,0,1,瞿
2564,0,0,1,轻
2565,0,3,1,鞭
2566,1,0,0,櫅
2567,0,0,1,医
2568,0,0,1,瀣
2569,0,0,1,囊
2570,0,0,1,溽
2571,0,0,1,喁
2572,0,0,1,踬
2573,0,0,1,按
2574,0,0,1,韪
2575,0,0,1,燠
2576,0,0,1,菩
2577,22,0,0,雝
2578,0,0,1,暨
2579,1,0,0,户
2580,0,0,1,壹
2581,0,0,1,祢
2582,0,0,1,莝
2583,0,0,1,糕
2584,0,0,1,鬟
2585,0,0,1,椓
2586,0,0,1,锐
2587,47,29,1,及
2588,0,0,1,谞
2589,2,25,1,黹
2590,0,0,1,仇
2591,0,0,1,嚏
2592,0,0,1,辖
2593,56,44,1,般
2594,3,37,0,夙
2595,9,0,1,宙
2596,29,16,1,卅
2597,13,39,1,寅
2598,0,0,1,娟
2599,1,2,1,顺
2600,0,0,1,打
2601,17,1,1,侵
2602,0,25,1,世
2603,0,3,1,闲
2604,0,0,1,槚
2605,71,0,1,骨
2606,141,25,1,丁
2607,0,0,1,亏
2608,0,6,1,臧
2609,16,252,1,尊
2610,0,42,1,剌
2611,1,12,1,引
2612,0,0,1,鹧
2613,0,0,1,粼
2614,0,0,1,趁
2615,1,2,0,往
2616,0,0,1,愦
2617,0,0,1,落
2618,8,11,1,千
2619,0,2,1,磷
2620,0,4,1,贤
2621,0,0,1,苦
2622,0,0,1,郎
2623,0,1,0,觅
2624,0,0,1,髃
2625,0,0,1,啴
2626,0,0,1,弯
2627,0,0,1,浏
2628,0,1,1,哦
2629,1,1,1,酌
2630,0,0,1,祁
2631,0,0,1,写
2632,0,0,1,轺
2633,0,0,1,橙
2634,91,85,1,母
2635,0,0,1,蘸
2636,3,1,1,绝
2637,0,0,1,嗷
2638,0,0,1,喑
2639,0,0,1,渍
2640,0,0,1,昒
2641,0,0,1,穸
2642,0,0,1,驮
2643,0,0,1,汹
2644,0,0,1,修
2645,0,0,1,焊
2646,6,4,1,责
2647,0,0,1,娄
2648,0,1,1,耆
2649,0,0,1,爨
2650,0,0,1,挪
2651,0,0,1,烈
2652,31,19,1,咸
2653,0,0,1,睢
2654,0,0,1,氿
2655,1,3,1,仓
2656,0,0,1,瘌
2657,0,1,1,惮
2658,0,0,1,痱
2659,0,0,1,媲
2660,2,9,1,非
2661,0,0,1,葴
2662,0,0,1,虬
2663,1,1,1,禘
2664,28,0,0,竝
2665,0,0,1,摄
2666,0,1,1,颉
2667,0,0,1,蟥
2668,0,0,1,剖
2669,25,5,1,丘
2670,5,212,0,万
2671,0,0,1,缵
2672,0,0,1,杼
2673,0,0,1,柝
2674,0,0,1,蔷
2675,0,0,1,屏
2676,0,0,1,破
2677,0,0,1,鞋
2678,0,0,1,呶
2679,2,0,1,虫
2680,0,0,1,灭
2681,0,0,1,傀
2682,0,0,1,袜
2683,0,0,1,垛
2684,0,0,1,额
2685,0,0,1,昵
2686,0,0,1,契
2687,0,0,1,柙
2688,0,0,1,逼
2689,0,0,1,纴
2690,0,0,1,栝
2691,65,0,1,施
2692,265,104,1,之
2693,0,0,1,觜
2694,125,143,1,旅
2695,1,0,1,址
2696,0,0,1,莎
2697,0,0,1,穗
2698,0,0,1,激
2699,14,14,0,吕
2700,0,0,1,刻
2701,0,0,1,炊
2702,4,6,1,耳
2703,0,0,1,骛
2704,0,0,1,嗜
2705,0,0,1,很
2706,0,0,1,捎
2707,0,1,1,窎
2708,0,139,0,寿
2709,144,27,1,行
2710,0,1,1,觐
2711,0,0,1,赞
2712,0,1,1,湖
2713,0,0,1,询
2714,0,0,1,荤
2715,1,3,1,畜
2716,1,0,0,狈
2717,0,0,1,枵
2718,0,0,1,稀
2719,0,1,1,稷
2720,0,0,1,镰
2721,0,0,1,幅
2722,0,3,1,汪
2723,1,3,1,庸
2724,0,0,1,肋
2725,0,4,1,吾
2726,0,0,1,浴
2727,0,0,1,珝
2728,0,9,1,城
2729,0,0,1,味
2730,0,0,1,捕
2731,0,0,1,擅
2732,1,0,1,燎
2733,0,0,1,瓷
2734,0,0,1,赖
2735,0,0,1,袂
2736,0,0,1,域
2737,0,3,1,几
2738,0,0,1,疫
2739,0,0,1,疥
2740,0,0,1,绸
2741,0,0,1,薮
2742,0,1,1,筑
2743,2,4,1,丝
2744,2,0,0,猱
2745,2,0,1,阜
2746,0,2,1,柬
2747,0,0,1,溠
2748,6,5,1,虞
2749,0,0,1,纣
2750,0,0,1,悈
2751,0,0,1,稌
2752,0,0,1,澌
2753,0,0,1,浇
2754,0,0,1,秆
2755,0,0,1,院
2756,0,0,1,蠖
2757,0,1,1,蚊
2758,0,0,1,甓
2759,0,0,1,床
2760,1,0,0,礿
2761,0,0,1,湫
2762,0,0,1,镃
2763,0,0,1,飒
2764,0,0,1,勠
2765,0,0,1,阉
2766,186,22,1,今
2767,0,0,1,浪
2768,0,0,1,搜
2769,151,50,1,受
2770,0,0,1,黪
2771,1,0,1,娀
2772,0,0,1,醋
2773,1,1,1,绥
2774,1,0,1,宛
2775,3,19,1,同
2776,29,24,1,工
2777,0,1,1,闵
2778,0,0,1,杷
2779,2,0,0,姃
2780,0,0,1,肩
2781,0,0,1,淬
2782,0,0,1,硗
2783,0,1,1,宦
2784,0,0,1,淦
2785,0,0,1,吃
2786,0,0,1,芣
2787,0,0,1,郈
2788,0,0,1,珽
2789,0,0,1,垦
2790,0,0,1,媆
2791,0,0,1,治
2792,0,0,1,蚺
2793,0,0,1,惎
2794,0,1,1,乱
2795,0,1,1,辜
2796,0,0,1,芙
2797,16,0,0,眣
2798,0,0,1,底
2799,0,0,1,脾
2800,0,0,1,黯
2801,96,49,1,氏
2802,0,0,1,柃
2803,0,0,1,鲸
2804,0,0,1,统
2805,0,0,1,管
2806,0,0,1,葵
2807,19,27,1,明
2808,0,0,1,叕
2809,0,0,1,囟
2810,0,0,1,疲
2811,0,0,1,枲
2812,0,0,1,榛
2813,0,7,1,神
2814,0,0,1,诉
2815,108,0,0,弜
2816,0,0,1,懦
2817,0,0,1,瘳
2818,0,0,1,罶
2819,0,0,1,诘
2820,0,0,1,娲
2821,3,0,0,脽
2822,0,7,1,所
2823,1,12,1,念
2824,0,0,1,私
2825,0,0,1,圆
2826,0,0,1,铁
2827,0,0,1,胚
2828,0,0,1,逶
2829,0,0,1,矫
2830,0,0,1,蠕
2831,0,4,0,报
2832,0,1,1,帏
2833,0,3,1,临
2834,0,1,1,馑
2835,0,0,1,犊
2836,0,0,1,聪
2837,0,0,1,畎
2838,0,1,1,颔
2839,0,2,1,末
2840,39,0,1,干
